seg_id,system_id,original_text,translation,ref_text,human_mqm_score,year,pair,source_lang,target_lang,dataset,lp,doc_id,chrf_pp,idiomatic,collocational,discourse,pragmatic,calque,issue_type,severity,problematic_phrase,suggested_fix,main_issue,low_confidence,max_score_diff,fluency2_raw
90,Dubformer,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Die Waschanlagen von Brewster Brothers wandeln 100 Prozent des von ihnen aufbereiteten Bodenaushubs und Schutts aus der Bauindustrie in hochwertige Zuschlagstoffe für die Wiederverwendung um. In den vergangenen sechs Jahren hat der Standort des Unternehmens in der Nähe von Livingston, West Lothian, verhindert, dass fast 1,35 Millionen Tonnen Bau-, Abbruch- und Aushubabfälle auf Deponien landeten. Dabei wurden mehr als eine Million Tonnen rezyklierte Zuschlagstoffe erzeugt, die an die Industrie verkauft werden.",,0.0,wmt24,en-de,en,de,wmt24_mqm_tsv,en-de,,,7.0,7.0,7.0,7.0,7.0,collocation,minor,"hat der Standort ... verhindert, dass",hat das Unternehmen an seinem Standort ... verhindert,Personifying 'Standort' as the agent that 'verhindert' is slightly unidiomatic; a human would rephrase with the company as subject.,False,0.0,7.000000000000001
90,GPT-4,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Die Waschanlagen der <v>""</v>Brewster Brothers"" verwandeln 100 Prozent der von ihnen verarbeiteten Aushub- und Schuttböden aus der Baubranche in hochwertige Zuschlagstoffe zur Wiederverwendung. In den letzten sechs Jahren hat das Unternehmen auf seinem Gelände in der Nähe von Livingston, West Lothian, fast 1,35 Millionen Tonnen Bau-, Abbruch- und Aushubabfälle vor der Deponierung bewahrt. Es hat mehr als eine Million Tonnen recycelter Zuschlagstoffe erzeugt, die in der Branche verkauft werden können.",,-2.0,wmt24,en-de,en,de,wmt24_mqm_tsv,en-de,,,6.0,5.5,7.0,7.0,6.0,collocation,major,Aushub- und Schuttböden,Aushub und Bauschutt,"The compound 'Aushub- und Schuttböden' is an unnatural collocation; 'Böden' doesn't fit rubble, and the phrasing reads as a literal rendering of the source.",False,1.0,6.01
90,Gemini-1.5-Pro,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Die Aufbereitungsanlagen von Brewster Brothers verwandeln 100 Prozent der ausgehobenen Böden und des Bauschutts aus der Bauindustrie in hochwertige Zuschlagstoffe zur Wiederverwendung. In den letzten sechs Jahren hat der Standort des Unternehmens in der Nähe von Livingston, West Lothian, verhindert, dass fast 1,35 Millionen Tonnen Bau-, Abbruch- und Aushubabfälle auf Deponien landen. Es wurden mehr als eine Million Tonnen recycelte Zuschlagstoffe für den Verkauf an die Industrie erzeugt.",,0.0,wmt24,en-de,en,de,wmt24_mqm_tsv,en-de,,,7.0,7.0,7.0,7.0,6.0,calque,minor,"hat der Standort des Unternehmens ... verhindert, dass","Am Standort ... wurde verhindert, dass ...","The structure 'der Standort ... hat verhindert' is a literal mirror of the English and sounds unnatural in German, where a site cannot act as agent.",False,0.0,6.83
90,IKUN,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Die Waschanlagen der Brewster Brothers verwandeln 100 Prozent der abgebauten Böden und Bauschutte, die sie aus der Baubranche verarbeiten, in hochwertige Baustoffe für die Wiederverwendung. In den letzten sechs Jahren hat die Firma auf ihrem Gelände in Livingston, West Lothian fast 1,35 Millionen Tonnen Bau-, Abbruch- und Grabungsabfälle verhindert, die sonst auf Deponien entsorgt worden wären. Die Firma hat mehr als eine Million Tonnen recycelte Baustoffe hergestellt, die sie an die Industrie verkauft.",,0.0,wmt24,en-de,en,de,wmt24_mqm_tsv,en-de,,,6.0,5.0,6.0,6.0,5.0,collocation,major,"Tonnen Bau-, Abbruch- und Grabungsabfälle verhindert","verhindert, dass ... auf Deponien gelangen; 'Aushub' statt 'Grabungsabfälle'","Unidiomatic collocations ('Abfälle verhindert', 'abgebaute Böden', 'Bauschutte' plural, 'Grabungsabfälle') reveal literal source-mirroring rather than natural German phrasing.",False,0.0,5.550000000000001
90,IOL_Research,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Die Waschanlagen der <v>""</v>Brewster Brothers"" verwandeln 100 % der ausgehobenen Böden und Trümmer, die sie aus der Baubranche verarbeiten, in hochwertige Aggregatsstoffe für die Wiederverwendung. In den letzten sechs Jahren hat der Standort des Unternehmens in der Nähe von Livingston, West Lothian, fast 1,35 Millionen Tonnen Bau-, Abbruch- und Ausgrabungsschutt verhindert, der auf Mülldeponien gelangt wäre. Es hat mehr als eine Million Tonnen recycelter Aggregatsstoffe für den Verkauf an die Branche hergestellt.",,-2.0,wmt24,en-de,en,de,wmt24_mqm_tsv,en-de,,,5.0,4.0,6.0,6.0,4.0,false_friend,major,hochwertige Aggregatsstoffe,hochwertige Gesteinskörnungen/Zuschlagstoffe,"'Aggregates' ist als 'Aggregatsstoffe' falsch übersetzt; korrekt wären 'Gesteinskörnungen' oder 'Zuschlagstoffe', zudem wirkt 'Tonnen ... verhindert, der auf Mülldeponien gelangt wäre' unidiomatisch.",False,0.0,4.7
90,Llama3-70B,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Die <v>""</v>Brewster Brothers""-Waschanlagen verwandeln 100 Prozent der ausgehobenen Böden und Schutt, die sie aus der Bauindustrie verarbeiten, in hochwertige Zuschlagstoffe für die Wiederverwendung. In den letzten sechs Jahren hat der Standort des Unternehmens nahe Livingston, West Lothian fast 1,35 Millionen Tonnen Abfälle aus Bau, Abriss und Ausgrabungen daran gehindert, auf Deponien zu gelangen. Es hat mehr als eine Million Tonnen recycelter Zuschlagstoffe für den Verkauf in die Industrie erstellt.",,-2.0,wmt24,en-de,en,de,wmt24_mqm_tsv,en-de,,,5.0,5.0,6.0,6.0,4.0,calque,major,"daran gehindert, auf Deponien zu gelangen","verhindert, dass ... auf Deponien gelangen / vor der Deponierung bewahrt","Mehrere Calques und unidiomatische Kollokationen (z.B. 'daran gehindert, auf Deponien zu gelangen', 'für den Verkauf in die Industrie erstellt', Genusfehler bei 'Böden und Schutt').",False,0.0,4.98
90,MSLC,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","<v>Brewster Brothers wandeln 100 % der ausgegrabenen Böden um und drücken sie von der Bauindustrie in hochwertige Aggregate für die Weiterverwendung</v>. In den letzten sechs Jahren hat West Lothian nahe Livingston fast 1,35 Millionen Tonnen Bau-, Abbruch- und Grabungsabfälle auf Deponien verhindert. Es hat mehr als eine Million Tonnen recycelter Aggregate für den Verkauf in die Industrie geschaffen.",,-5.0,wmt24,en-de,en,de,wmt24_mqm_tsv,en-de,,,2.0,2.0,3.0,3.0,2.0,calque,critical,drücken sie von der Bauindustrie in hochwertige Aggregate,Die Waschanlagen von Brewster Brothers verwandeln 100 % der aus der Bauindustrie stammenden Aushub- und Bauschuttmaterialien in hochwertige Gesteinskörnungen zur Wiederverwendung.,"Severe mistranslation and calques: 'wash plants' omitted, 'process' rendered as 'drücken', subject confusion (West Lothian verhindert Abfälle), and 'aggregates' literally as 'Aggregate' instead of 'Gesteinskörnungen'.",False,0.0,2.15
90,Mistral-Large,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Die Aufbereitungsanlagen der „Brewster Brothers“ wandeln 100 Prozent der Böden und Trümmer, die sie aus der Bauindustrie verarbeiten, in hochwertige Aggregate für die Wiederverwendung um. In den letzten sechs Jahren hat das Unternehmen auf seiner Baustelle in der Nähe von Livingston, West Lothian, fast 1,35 Millionen Tonnen Bau-, Abbruch- und Aushubabfälle davon abgehalten, auf Deponien zu landen. Es wurden mehr als eine Million Tonnen recycelter Aggregate hergestellt, die in die Industrie verkauft werden.",,0.0,wmt24,en-de,en,de,wmt24_mqm_tsv,en-de,,,5.0,4.0,6.0,5.0,4.0,false_friend,major,hochwertige Aggregate,hochwertige Gesteinskörnungen/Zuschlagstoffe,"'Aggregates' is mistranslated as 'Aggregate' (machines), a false friend; the correct term is 'Gesteinskörnungen' or 'Zuschlagstoffe'. Other phrasings like 'davon abgehalten, auf Deponien zu landen' and 'Baustelle' (for 'site') are unidiomatic calques.",False,0.0,4.64
90,ONLINE-B,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Die Waschanlagen von Brewster Brothers wandeln 100 Prozent der ausgehobenen Erde und des Bauschutts, die sie aus der Bauindustrie verarbeiten, in hochwertige Zuschlagstoffe zur Wiederverwendung um. In den letzten sechs Jahren hat das Unternehmen an seinem Standort in der Nähe von Livingston, West Lothian, verhindert, dass fast 1,35 Millionen Tonnen Bau-, Abbruch- und Aushubabfälle auf Deponien landeten. Es wurden mehr als eine Million Tonnen recycelter Zuschlagstoffe erzeugt, die an die Industrie verkauft werden.",,0.0,wmt24,en-de,en,de,wmt24_mqm_tsv,en-de,,,7.0,7.0,7.0,7.0,6.0,calque,minor,die sie aus der Bauindustrie verarbeiten,die sie aus der Bauindustrie erhalten/verarbeiten,The relative clause mirrors the English structure awkwardly; 'aus der Bauindustrie verarbeiten' is an unnatural collocation in German.,False,0.0,6.83
90,ONLINE-W,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Die Waschanlagen von Brewster Brothers wandeln 100 Prozent des von ihnen aufbereiteten Bodenaushubs und Schutts aus der Bauindustrie in hochwertige Zuschlagstoffe für die Wiederverwendung um. In den vergangenen sechs Jahren hat der Standort des Unternehmens in der Nähe von Livingston, West Lothian, verhindert, dass fast 1,35 Millionen Tonnen Bau-, Abbruch- und Aushubabfälle auf Deponien landeten. Dabei wurden mehr als eine Million Tonnen rezyklierte Zuschlagstoffe erzeugt, die an die Industrie verkauft werden.",,0.0,wmt24,en-de,en,de,wmt24_mqm_tsv,en-de,,,7.0,7.0,7.0,7.0,7.0,collocation,minor,"hat der Standort ... verhindert, dass","hat das Unternehmen an seinem Standort ... verhindert, dass","Personifizierung des 'Standorts' als Handelnder wirkt leicht unidiomatisch; ansonsten solide, aber mit kleineren Kollokationsschwächen.",False,0.0,7.000000000000001
90,Unbabel-Tower70B,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Die Waschanlagen der „Brewster Brothers“ verwandeln 100 Prozent des ausgegrabenen Bodens und Schutts aus der Bauindustrie in hochwertige Zuschlagstoffe zur Wiederverwendung. In den letzten sechs Jahren hat die Firma an ihrem Standort in der Nähe von Livingston, West Lothian, verhindert, dass fast 1,35 Millionen Tonnen an Bau-, Abriss- und Aushubabfällen auf Deponien landeten. Sie hat über eine Million Tonnen recycelter Zuschlagstoffe hergestellt, die an die Industrie verkauft wurden.",,0.0,wmt24,en-de,en,de,wmt24_mqm_tsv,en-de,,,7.0,7.0,7.0,7.0,6.0,collocation,minor,ausgegrabenen Bodens und Schutts,Aushub und Bauschutt,"Some renderings are slightly calque-like ('ausgegrabenen Bodens' instead of the conventional 'Aushub'), and the final clause shifts tense ('verkauft wurden') rather than expressing the intended purpose of sale.",False,0.0,6.83
90,refA,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Die Waschanlagen der Brewster Brothers wandeln 100 Prozent des ausgegrabenen Bauschutts, den sie von der Baubranche erhalten, in hochwertige Aggregate um, die wieder neu genutzt werden können. In den letzten sechs Jahren hat das Werk des Unternehmens in der Nähe von Livingston, West Lothian, verhindert, dass fast 1,35 Millionen Tonnen an Bau-, Abriss- und Grabungsschutt auf einer Müllhalde landen. Es wurden mehr als eine Million Tonnen recycelter Aggregate erschaffen, um sie in der Branche zu verkaufen.",,0.0,wmt24,en-de,en,de,wmt24_mqm_tsv,en-de,,,5.0,4.0,6.0,5.0,4.0,false_friend,major,hochwertige Aggregate,hochwertige Gesteinskörnungen/Zuschlagstoffe,"'Aggregates' is mistranslated as 'Aggregate' (machines), a false friend; correct term is 'Gesteinskörnungen' or 'Zuschlagstoffe'.",False,0.0,4.64
90,Aya23,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado Brewster Brothers transforman el 100% de los suelos y escombros excavados que procesan de la industria de la construcción en agregados de alto valor para su reutilización. Durante los últimos seis años, la empresa ha evitado que casi 1<v>,</v>35 millones de toneladas de residuos de construcción, demolición y excavación sean enviados a vertederos. Ha creado más de un millón de toneladas de agregados reciclados para vender en la industria.",,-1.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,6.0,5.0,6.0,6.0,5.0,calque,major,agregados de alto valor,áridos de alto valor,"'Aggregates' se traduce por calco como 'agregados' en lugar del término técnico español 'áridos', y otras expresiones ('vender en la industria', 'suelos excavados') resultan literales y poco idiomáticas.",False,0.0,5.550000000000001
90,Claude-3.5,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado de Brewster Brothers transforman el 100 por ciento de los suelos excavados y los escombros que procesan de la industria de la construcción en agregados de alto valor para su reutilización. Durante los últimos seis años, el sitio de la empresa cerca de Livingston, West Lothian, ha evitado que casi 1,35 millones de toneladas de residuos de construcción, demolición y excavación vayan a vertederos. Ha creado más de un millón de toneladas de agregados reciclados para vender a la industria.",,0.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,6.0,5.5,7.0,7.0,5.0,calque,major,agregados de alto valor,áridos de alto valor,'Agregados' is a calque of English 'aggregates'; the standard Spanish term in construction is 'áridos'. Also 'sitio' and 'suelos excavados' feel literal.,False,1.0,5.84
90,CommandR-plus,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado ""Hermanos Brewster"" transforman el 100 por ciento de los suelos excavados y escombros que procesan de la industria de la construcción en agregados de alto valor para su reutilización. Durante los últimos seis años, el sitio de la empresa cerca de Livingston, West Lothian, ha evitado que casi 1<v>,</v>35 millones de toneladas de desechos de construcción, demolición y excavación terminen en vertederos. Ha creado más de un millón de toneladas de agregados reciclados para vender a la industria.",,-1.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,6.0,5.0,6.0,6.0,5.0,calque,major,agregados de alto valor,áridos de alto valor,"'Aggregates' se calca como 'agregados' en lugar del término convencional 'áridos' en español peninsular, y 'sitio' suena a calco de 'site' (mejor 'instalación' o 'planta').",False,0.0,5.550000000000001
