seg_id,system_id,original_text,translation,ref_text,human_mqm_score,year,pair,source_lang,target_lang,dataset,lp,doc_id,chrf_pp,fluency_mqm,fluency_mqm_idiomatic,fluency_mqm_collocational,fluency_mqm_discourse,fluency_mqm_pragmatic,fluency_mqm_calque,fluency_mqm_main_issue,fluency_mqm_issue_type,fluency_mqm_severity,fluency_mqm_errors_json
90,Dubformer,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Die Waschanlagen von Brewster Brothers wandeln 100 Prozent des von ihnen aufbereiteten Bodenaushubs und Schutts aus der Bauindustrie in hochwertige Zuschlagstoffe für die Wiederverwendung um. In den vergangenen sechs Jahren hat der Standort des Unternehmens in der Nähe von Livingston, West Lothian, verhindert, dass fast 1,35 Millionen Tonnen Bau-, Abbruch- und Aushubabfälle auf Deponien landeten. Dabei wurden mehr als eine Million Tonnen rezyklierte Zuschlagstoffe erzeugt, die an die Industrie verkauft werden.",,0.0,wmt24,en-de,en,de,wmt24_mqm_tsv,en-de,,,99.0,99.0,100.0,100.0,100.0,100.0,no significant issues,none,cosmetic,"[{""dimension"": ""idiomatic"", ""severity"": ""minor"", ""phrase"": ""rezyklierte Zuschlagstoffe"", ""explanation"": ""While technically correct, 'recycelte' is much more common in German usage; 'rezykliert' sounds slightly more technical or Swiss-influenced, making it a bit less natural in a general corporate context.""}]"
90,GPT-4,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Die Waschanlagen der <v>""</v>Brewster Brothers"" verwandeln 100 Prozent der von ihnen verarbeiteten Aushub- und Schuttböden aus der Baubranche in hochwertige Zuschlagstoffe zur Wiederverwendung. In den letzten sechs Jahren hat das Unternehmen auf seinem Gelände in der Nähe von Livingston, West Lothian, fast 1,35 Millionen Tonnen Bau-, Abbruch- und Aushubabfälle vor der Deponierung bewahrt. Es hat mehr als eine Million Tonnen recycelter Zuschlagstoffe erzeugt, die in der Branche verkauft werden können.",,-2.0,wmt24,en-de,en,de,wmt24_mqm_tsv,en-de,,,97.0,99.0,99.0,100.0,100.0,99.0,The term 'Schuttböden' is a slightly unnatural combination as rubble is not categorized as soil in German technical terminology.,collocation,minor,"[{""dimension"": ""collocational"", ""severity"": ""minor"", ""phrase"": ""Aushub- und Schuttböden"", ""explanation"": ""While 'Aushub' (excavated soil) can be a type of 'Boden', 'Schutt' (rubble/debris) is not. The combination 'Schuttböden' is non-standard; 'Erdaushub und Bauschutt' would be the natural technical pairing.""}, {""dimension"": ""idiomatic"", ""severity"": ""minor"", ""phrase"": ""vor der Deponierung bewahrt"", ""explanation"": ""While grammatically correct, 'vor der Deponie bewahrt' or 'vor der Entsorgung auf Deponien bewahrt' is more idiomatic in German when discussing waste management.""}]"
90,Gemini-1.5-Pro,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Die Aufbereitungsanlagen von Brewster Brothers verwandeln 100 Prozent der ausgehobenen Böden und des Bauschutts aus der Bauindustrie in hochwertige Zuschlagstoffe zur Wiederverwendung. In den letzten sechs Jahren hat der Standort des Unternehmens in der Nähe von Livingston, West Lothian, verhindert, dass fast 1,35 Millionen Tonnen Bau-, Abbruch- und Aushubabfälle auf Deponien landen. Es wurden mehr als eine Million Tonnen recycelte Zuschlagstoffe für den Verkauf an die Industrie erzeugt.",,0.0,wmt24,en-de,en,de,wmt24_mqm_tsv,en-de,,,98.0,99.0,100.0,100.0,100.0,99.0,Minor idiomatic issues with technical terminology and a calque of English geographic naming conventions.,idiom_literal,minor,"[{""dimension"": ""idiomatic"", ""severity"": ""minor"", ""phrase"": ""ausgehobenen Böden"", ""explanation"": ""In the German construction and recycling industry, 'Erdaushub' is the standard idiomatic term for excavated soil material. 'Böden' (plural) sounds slightly like a literal translation of 'soils' and is less natural in this context.""}, {""dimension"": ""calque"", ""severity"": ""minor"", ""phrase"": ""Livingston, West Lothian"", ""explanation"": ""The use of a comma to separate a town from its county/region is an English convention. German typically uses 'in' (Livingston in West Lothian) or parentheses.""}]"
90,IKUN,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Die Waschanlagen der Brewster Brothers verwandeln 100 Prozent der abgebauten Böden und Bauschutte, die sie aus der Baubranche verarbeiten, in hochwertige Baustoffe für die Wiederverwendung. In den letzten sechs Jahren hat die Firma auf ihrem Gelände in Livingston, West Lothian fast 1,35 Millionen Tonnen Bau-, Abbruch- und Grabungsabfälle verhindert, die sonst auf Deponien entsorgt worden wären. Die Firma hat mehr als eine Million Tonnen recycelte Baustoffe hergestellt, die sie an die Industrie verkauft.",,0.0,wmt24,en-de,en,de,wmt24_mqm_tsv,en-de,,,88.0,95.0,93.0,100.0,100.0,100.0,The translation uses incorrect pluralization for a mass noun and unnatural terminology for construction-related waste management.,collocation,major,"[{""dimension"": ""collocational"", ""severity"": ""major"", ""phrase"": ""Bauschutte"", ""explanation"": ""The word 'Bauschutt' is a mass noun in German and does not have a plural form; 'Bauschutte' is grammatically and collocationally incorrect.""}, {""dimension"": ""idiomatic"", ""severity"": ""major"", ""phrase"": ""Abfälle verhindert"", ""explanation"": ""In German, 'Abfälle verhindern' refers to waste prevention (not creating waste in the first place). To describe diverting waste from a landfill, one would say 'vor der Deponierung bewahrt' or 'die Deponierung von Abfällen vermieden'.""}, {""dimension"": ""collocational"", ""severity"": ""minor"", ""phrase"": ""abgebauten Böden"", ""explanation"": ""In a construction context, soil is 'ausgehoben' (excavated), not 'abgebaut' (which refers to mining or dismantling).""}, {""dimension"": ""collocational"", ""severity"": ""minor"", ""phrase"": ""Grabungsabfälle"", ""explanation"": ""The term 'Grabung' usually refers to archaeological excavations. The standard technical term for construction excavation waste is 'Erdaushub' or 'Boden- und Steinaushub'.""}]"
90,IOL_Research,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Die Waschanlagen der <v>""</v>Brewster Brothers"" verwandeln 100 % der ausgehobenen Böden und Trümmer, die sie aus der Baubranche verarbeiten, in hochwertige Aggregatsstoffe für die Wiederverwendung. In den letzten sechs Jahren hat der Standort des Unternehmens in der Nähe von Livingston, West Lothian, fast 1,35 Millionen Tonnen Bau-, Abbruch- und Ausgrabungsschutt verhindert, der auf Mülldeponien gelangt wäre. Es hat mehr als eine Million Tonnen recycelter Aggregatsstoffe für den Verkauf an die Branche hergestellt.",,-2.0,wmt24,en-de,en,de,wmt24_mqm_tsv,en-de,,,91.0,100.0,93.0,99.0,100.0,99.0,Use of non-standard technical terminology and literal translations of construction-related terms.,collocation,major,"[{""dimension"": ""collocational"", ""severity"": ""major"", ""phrase"": ""Aggregatsstoffe"", ""explanation"": ""This is not a standard term in the German construction industry; 'Zuschlagstoffe' or 'Gesteinskörnungen' are the correct technical terms for 'aggregates'.""}, {""dimension"": ""collocational"", ""severity"": ""minor"", ""phrase"": ""Trümmer"", ""explanation"": ""In a construction and recycling context, 'Bauschutt' is the standard term. 'Trümmer' typically refers to ruins resulting from a catastrophe or war.""}, {""dimension"": ""collocational"", ""severity"": ""minor"", ""phrase"": ""Ausgrabungsschutt"", ""explanation"": ""'Ausgrabung' usually refers to archaeological excavations. For construction-related soil removal, 'Erdaushub' is the natural term.""}, {""dimension"": ""calque"", ""severity"": ""minor"", ""phrase"": ""verhindert, der auf Mülldeponien gelangt wäre"", ""explanation"": ""This is a literal translation of 'prevented ... waste going to landfill'. In German, it is more natural to say 'verhindert, dass ... auf Deponien landet' or 'vor der Deponierung bewahrt'.""}, {""dimension"": ""discourse"", ""severity"": ""minor"", ""phrase"": ""Es hat"", ""explanation"": ""The pronoun 'Es' is ambiguous here. It likely refers to 'das Unternehmen', but the grammatical subject of the preceding sentence was 'der Standort' (masculine), which would require 'Er'.""}]"
90,Llama3-70B,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Die <v>""</v>Brewster Brothers""-Waschanlagen verwandeln 100 Prozent der ausgehobenen Böden und Schutt, die sie aus der Bauindustrie verarbeiten, in hochwertige Zuschlagstoffe für die Wiederverwendung. In den letzten sechs Jahren hat der Standort des Unternehmens nahe Livingston, West Lothian fast 1,35 Millionen Tonnen Abfälle aus Bau, Abriss und Ausgrabungen daran gehindert, auf Deponien zu gelangen. Es hat mehr als eine Million Tonnen recycelter Zuschlagstoffe für den Verkauf in die Industrie erstellt.",,-2.0,wmt24,en-de,en,de,wmt24_mqm_tsv,en-de,,,91.0,100.0,93.0,99.0,100.0,99.0,"The translation uses incorrect collocations for industrial processes, such as 'erstellt' for manufacturing and 'Ausgrabungen' for construction excavation.",collocation,major,"[{""dimension"": ""collocational"", ""severity"": ""major"", ""phrase"": ""erstellt"", ""explanation"": ""In German, 'erstellen' is used for documents, plans, or digital content. Physical materials like aggregates (Zuschlagstoffe) are 'hergestellt' or 'produziert'.""}, {""dimension"": ""collocational"", ""severity"": ""minor"", ""phrase"": ""Ausgrabungen"", ""explanation"": ""In the context of construction waste, 'excavation' should be translated as 'Aushub'. 'Ausgrabungen' typically refers to archaeological excavations.""}, {""dimension"": ""discourse"", ""severity"": ""minor"", ""phrase"": ""Es hat"", ""explanation"": ""The pronoun 'Es' (neuter) refers back to the subject of the previous sentence, 'der Standort' (masculine). It should be 'Er' or the noun should be repeated to maintain coherence.""}, {""dimension"": ""calque"", ""severity"": ""minor"", ""phrase"": ""daran gehindert, auf Deponien zu gelangen"", ""explanation"": ""This is a literal translation of 'prevented... from going to'. A more natural German phrasing would be 'vor der Deponierung bewahrt' or 'verhindert, dass diese auf Deponien landen'.""}, {""dimension"": ""collocational"", ""severity"": ""minor"", ""phrase"": ""Verkauf in die Industrie"", ""explanation"": ""The standard preposition for selling to a sector is 'an' (Verkauf an die Industrie) rather than 'in'.""}]"
90,MSLC,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","<v>Brewster Brothers wandeln 100 % der ausgegrabenen Böden um und drücken sie von der Bauindustrie in hochwertige Aggregate für die Weiterverwendung</v>. In den letzten sechs Jahren hat West Lothian nahe Livingston fast 1,35 Millionen Tonnen Bau-, Abbruch- und Grabungsabfälle auf Deponien verhindert. Es hat mehr als eine Million Tonnen recycelter Aggregate für den Verkauf in die Industrie geschaffen.",,-5.0,wmt24,en-de,en,de,wmt24_mqm_tsv,en-de,,,82.0,95.0,94.0,95.0,100.0,98.0,The translation uses nonsensical word choices ('drücken') and unnatural subject-verb-object relations that sound like a literal machine translation.,calque,major,"[{""dimension"": ""idiomatic"", ""severity"": ""major"", ""phrase"": ""drücken sie von der Bauindustrie in hochwertige Aggregate"", ""explanation"": ""The verb 'drücken' (to press/push) is a nonsensical translation for 'process' in this context. The entire phrase is unidiomatic and fails to convey the industrial process.""}, {""dimension"": ""discourse"", ""severity"": ""major"", ""phrase"": ""hat West Lothian nahe Livingston fast 1,35 Millionen Tonnen [...] verhindert"", ""explanation"": ""The translation makes the geographic location the active subject of the sentence, which is logically unnatural in German. It should be the 'Standort' (site) or 'das Unternehmen' (the firm).""}, {""dimension"": ""collocational"", ""severity"": ""major"", ""phrase"": ""auf Deponien verhindert"", ""explanation"": ""One does not 'prevent waste on landfills' in German. The correct collocation would be 'die Deponierung von Abfällen verhindert' or 'verhindert, dass Abfälle auf Deponien landen'.""}, {""dimension"": ""calque"", ""severity"": ""minor"", ""phrase"": ""Aggregate"", ""explanation"": ""In German, 'Aggregate' usually refers to mechanical units (like generators). For construction materials (aggregates), the terms 'Gesteinskörnungen' or 'Zuschlagstoffe' are standard.""}, {""dimension"": ""collocational"", ""severity"": ""minor"", ""phrase"": ""Verkauf in die Industrie"", ""explanation"": ""The correct preposition for selling to a sector is 'an die Industrie', not 'in die Industrie'.""}, {""dimension"": ""calque"", ""severity"": ""minor"", ""phrase"": ""ausgegrabenen Böden"", ""explanation"": ""A literal translation of 'excavated soils'. The technical term in German construction is 'Erdaushub' or simply 'Aushub'.""}]"
90,Mistral-Large,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Die Aufbereitungsanlagen der „Brewster Brothers“ wandeln 100 Prozent der Böden und Trümmer, die sie aus der Bauindustrie verarbeiten, in hochwertige Aggregate für die Wiederverwendung um. In den letzten sechs Jahren hat das Unternehmen auf seiner Baustelle in der Nähe von Livingston, West Lothian, fast 1,35 Millionen Tonnen Bau-, Abbruch- und Aushubabfälle davon abgehalten, auf Deponien zu landen. Es wurden mehr als eine Million Tonnen recycelter Aggregate hergestellt, die in die Industrie verkauft werden.",,0.0,wmt24,en-de,en,de,wmt24_mqm_tsv,en-de,,,92.0,99.0,93.0,100.0,100.0,95.0,"The use of 'Aggregate' as a literal translation for construction aggregates is a false friend in German, where it typically refers to machinery.",false_friend,major,"[{""dimension"": ""calque"", ""severity"": ""major"", ""phrase"": ""Aggregate"", ""explanation"": ""In German construction and recycling, 'aggregates' (sand, gravel, etc.) should be translated as 'Gesteinskörnungen' or 'Zuschlagstoffe'. 'Aggregate' in German usually refers to mechanical units or generators, making this a false friend/calque.""}, {""dimension"": ""collocational"", ""severity"": ""minor"", ""phrase"": ""Trümmer"", ""explanation"": ""While 'rubble' can be 'Trümmer', in the context of construction waste, 'Bauschutt' is the standard technical term. 'Trümmer' sounds more like ruins from a disaster or war.""}, {""dimension"": ""collocational"", ""severity"": ""minor"", ""phrase"": ""Baustelle"", ""explanation"": ""The source 'site' refers to the company's facility or plant. 'Baustelle' specifically means a construction site. 'Standort' or 'Betriebsgelände' would be more appropriate.""}, {""dimension"": ""idiomatic"", ""severity"": ""minor"", ""phrase"": ""davon abgehalten, auf Deponien zu landen"", ""explanation"": ""This is a literal translation of 'prevented... from going to landfill'. A more natural German phrasing would be 'vor der Deponierung bewahrt' or 'die Deponierung von ... verhindert'.""}]"
90,ONLINE-B,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Die Waschanlagen von Brewster Brothers wandeln 100 Prozent der ausgehobenen Erde und des Bauschutts, die sie aus der Bauindustrie verarbeiten, in hochwertige Zuschlagstoffe zur Wiederverwendung um. In den letzten sechs Jahren hat das Unternehmen an seinem Standort in der Nähe von Livingston, West Lothian, verhindert, dass fast 1,35 Millionen Tonnen Bau-, Abbruch- und Aushubabfälle auf Deponien landeten. Es wurden mehr als eine Million Tonnen recycelter Zuschlagstoffe erzeugt, die an die Industrie verkauft werden.",,0.0,wmt24,en-de,en,de,wmt24_mqm_tsv,en-de,,,98.0,100.0,99.0,100.0,100.0,99.0,Slightly literal translation of relative clauses and descriptive rather than technical terminology.,calque,minor,"[{""dimension"": ""calque"", ""severity"": ""minor"", ""phrase"": ""die sie aus der Bauindustrie verarbeiten"", ""explanation"": ""This is a literal translation of 'they process from'. In German, it is more natural to use an attributive participle like 'aus der Bauindustrie stammenden' or 'anfallenden'.""}, {""dimension"": ""collocational"", ""severity"": ""minor"", ""phrase"": ""ausgehobenen Erde"", ""explanation"": ""While grammatically correct, the standard technical term in the German construction industry for excavated soil is 'Erdaushub' or simply 'Aushub'.""}]"
90,ONLINE-W,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Die Waschanlagen von Brewster Brothers wandeln 100 Prozent des von ihnen aufbereiteten Bodenaushubs und Schutts aus der Bauindustrie in hochwertige Zuschlagstoffe für die Wiederverwendung um. In den vergangenen sechs Jahren hat der Standort des Unternehmens in der Nähe von Livingston, West Lothian, verhindert, dass fast 1,35 Millionen Tonnen Bau-, Abbruch- und Aushubabfälle auf Deponien landeten. Dabei wurden mehr als eine Million Tonnen rezyklierte Zuschlagstoffe erzeugt, die an die Industrie verkauft werden.",,0.0,wmt24,en-de,en,de,wmt24_mqm_tsv,en-de,,,99.0,99.0,100.0,100.0,100.0,100.0,no significant issues,none,cosmetic,"[{""dimension"": ""idiomatic"", ""severity"": ""minor"", ""phrase"": ""rezyklierte Zuschlagstoffe"", ""explanation"": ""While technically correct, 'recycelte' is much more common in German usage; 'rezykliert' sounds slightly more technical or Swiss-influenced, making it a bit less natural in a general corporate context.""}]"
90,Unbabel-Tower70B,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Die Waschanlagen der „Brewster Brothers“ verwandeln 100 Prozent des ausgegrabenen Bodens und Schutts aus der Bauindustrie in hochwertige Zuschlagstoffe zur Wiederverwendung. In den letzten sechs Jahren hat die Firma an ihrem Standort in der Nähe von Livingston, West Lothian, verhindert, dass fast 1,35 Millionen Tonnen an Bau-, Abriss- und Aushubabfällen auf Deponien landeten. Sie hat über eine Million Tonnen recycelter Zuschlagstoffe hergestellt, die an die Industrie verkauft wurden.",,0.0,wmt24,en-de,en,de,wmt24_mqm_tsv,en-de,,,98.0,100.0,98.0,100.0,100.0,100.0,Minor use of non-technical synonyms for industry-specific terms like 'excavated soils' and 'demolition'.,collocation,minor,"[{""dimension"": ""collocational"", ""severity"": ""minor"", ""phrase"": ""ausgegrabenen Bodens"", ""explanation"": ""In a construction context, 'Erdaushub' or simply 'Aushub' is the standard technical term. 'Ausgegrabener Boden' sounds slightly literal and less professional.""}, {""dimension"": ""collocational"", ""severity"": ""minor"", ""phrase"": ""Abriss-"", ""explanation"": ""While 'Abriss' is understood, 'Abbruch' is the standard industry term for demolition in the context of waste management (Abbruchabfälle).""}]"
90,refA,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Die Waschanlagen der Brewster Brothers wandeln 100 Prozent des ausgegrabenen Bauschutts, den sie von der Baubranche erhalten, in hochwertige Aggregate um, die wieder neu genutzt werden können. In den letzten sechs Jahren hat das Werk des Unternehmens in der Nähe von Livingston, West Lothian, verhindert, dass fast 1,35 Millionen Tonnen an Bau-, Abriss- und Grabungsschutt auf einer Müllhalde landen. Es wurden mehr als eine Million Tonnen recycelter Aggregate erschaffen, um sie in der Branche zu verkaufen.",,0.0,wmt24,en-de,en,de,wmt24_mqm_tsv,en-de,,,87.0,100.0,89.0,100.0,99.0,94.0,The use of 'Aggregate' (false friend for machinery) and 'erschaffen' (poetic register) makes the text sound like a non-native literal translation.,register_mismatch,major,"[{""dimension"": ""calque"", ""severity"": ""major"", ""phrase"": ""Aggregate"", ""explanation"": ""In German, 'Aggregate' refers to technical machinery or power units (e.g., generators). For construction materials like sand or gravel, the correct term is 'Zuschlagstoffe' or 'Gesteinskörnungen'. This is a literal translation of the English 'aggregates'.""}, {""dimension"": ""collocational"", ""severity"": ""major"", ""phrase"": ""erschaffen"", ""explanation"": ""The verb 'erschaffen' has a poetic or divine connotation (e.g., creating the world). In an industrial context, 'produziert', 'hergestellt', or 'gewonnen' should be used.""}, {""dimension"": ""collocational"", ""severity"": ""minor"", ""phrase"": ""Grabungsschutt"", ""explanation"": ""This is not a standard technical term in German. The correct term for excavated soil is 'Erdaushub'.""}, {""dimension"": ""pragmatic"", ""severity"": ""minor"", ""phrase"": ""Müllhalde"", ""explanation"": ""This term is quite informal/colloquial. In a professional or industrial context regarding waste management, 'Deponie' is the appropriate term for landfill.""}, {""dimension"": ""calque"", ""severity"": ""minor"", ""phrase"": ""ausgegrabenen Bauschutts"", ""explanation"": ""A literal translation of 'excavated soils and rubble'. In German, 'Bauschutt' (rubble) is usually not 'ausgegraben' (dug up); the phrase 'Aushub und Bauschutt' would be more natural.""}]"
90,Aya23,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado Brewster Brothers transforman el 100% de los suelos y escombros excavados que procesan de la industria de la construcción en agregados de alto valor para su reutilización. Durante los últimos seis años, la empresa ha evitado que casi 1<v>,</v>35 millones de toneladas de residuos de construcción, demolición y excavación sean enviados a vertederos. Ha creado más de un millón de toneladas de agregados reciclados para vender en la industria.",,-1.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,97.0,99.0,99.0,100.0,100.0,99.0,Minor naturalness issues arising from literal translations of prepositions and noun compounds.,calque,minor,"[{""dimension"": ""calque"", ""severity"": ""minor"", ""phrase"": ""Las plantas de lavado Brewster Brothers"", ""explanation"": ""In Spanish, noun-noun compounds from English require a preposition (usually 'de') to establish the relationship between the nouns (e.g., 'Las plantas de lavado de Brewster Brothers').""}, {""dimension"": ""collocational"", ""severity"": ""minor"", ""phrase"": ""procesan de la industria"", ""explanation"": ""The verb 'procesar' is transitive and does not typically take the preposition 'de' to indicate origin. It would be more natural to say 'que procesan, procedentes de la industria' or 'que provienen de'.""}, {""dimension"": ""idiomatic"", ""severity"": ""minor"", ""phrase"": ""vender en la industria"", ""explanation"": ""This is a literal translation of 'sell into the industry'. In Spanish, 'vender al sector' or 'comercializar en el sector' is the standard way to express selling to a specific market or industry.""}]"
90,Claude-3.5,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado de Brewster Brothers transforman el 100 por ciento de los suelos excavados y los escombros que procesan de la industria de la construcción en agregados de alto valor para su reutilización. Durante los últimos seis años, el sitio de la empresa cerca de Livingston, West Lothian, ha evitado que casi 1,35 millones de toneladas de residuos de construcción, demolición y excavación vayan a vertederos. Ha creado más de un millón de toneladas de agregados reciclados para vender a la industria.",,0.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,97.0,99.0,99.0,100.0,100.0,99.0,"The translation uses some literal renderings like 'sitio' for 'site' and 'vayan a' for 'going to', which are slightly unnatural in a professional context.",calque,minor,"[{""dimension"": ""calque"", ""severity"": ""minor"", ""phrase"": ""el sitio de la empresa"", ""explanation"": ""Literal translation of 'the firm's site'. In an industrial context, 'las instalaciones' or 'la planta' is much more natural than 'sitio'.""}, {""dimension"": ""idiomatic"", ""severity"": ""minor"", ""phrase"": ""vayan a vertederos"", ""explanation"": ""A bit literal for 'going to landfill'. Phrases like 'acaben en el vertedero' or 'sean destinados a vertederos' sound more professional and idiomatic.""}, {""dimension"": ""collocational"", ""severity"": ""minor"", ""phrase"": ""agregados"", ""explanation"": ""While used in some Latin American regions, 'áridos' is the standard technical term in the construction industry (especially in Spain) for aggregates.""}]"
90,CommandR-plus,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado ""Hermanos Brewster"" transforman el 100 por ciento de los suelos excavados y escombros que procesan de la industria de la construcción en agregados de alto valor para su reutilización. Durante los últimos seis años, el sitio de la empresa cerca de Livingston, West Lothian, ha evitado que casi 1<v>,</v>35 millones de toneladas de desechos de construcción, demolición y excavación terminen en vertederos. Ha creado más de un millón de toneladas de agregados reciclados para vender a la industria.",,-1.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,89.0,100.0,99.0,100.0,95.0,95.0,Literal translation of the company name and the use of 'sitio' as a calque for an industrial facility.,calque,major,"[{""dimension"": ""pragmatic"", ""severity"": ""major"", ""phrase"": ""Hermanos Brewster"", ""explanation"": ""Proper company names are generally not translated in professional Spanish business contexts. Translating 'Brewster Brothers' sounds like a literal translation of a fictional entity rather than a real firm.""}, {""dimension"": ""calque"", ""severity"": ""major"", ""phrase"": ""el sitio de la empresa"", ""explanation"": ""This is a literal translation of 'the firm's site'. In Spanish, 'sitio' is rarely used for industrial facilities; 'las instalaciones', 'la planta' or 'el centro' are the standard terms.""}, {""dimension"": ""collocational"", ""severity"": ""minor"", ""phrase"": ""agregados"", ""explanation"": ""While used in some Latin American regions, 'áridos' is the more standard technical term in the construction industry for 'aggregates' in many Spanish-speaking markets.""}]"
